2492500	19005,20979
2688750	155
2704750	3658,16483
2733500	13272,14451,19824
2752000	2042,3032,11679,12243,22179
2756000	21092
2768250	23421
2771250	476,480,789,2513,2963,12606,14694,26314,28744,29490
2788750	2898,5043,6918,7096,8842,11176,11431,13776,29084
2797750	28270
2807500	1010,1015,3817,12688,27117
2808500	7560,12394,24196,25372
2823250	2610,9111,25329
2852250	11682,14261,21706,25871,27415
2870250	4003,7096,14020,14426,17606
2874500	4172,6203,7868,7910,10840,14914,19422,28370
2882750	4452,29225
2891500	255,819,2257,3627,4949,7467,8027,8724,11176,12175,13240,14161,14580,20966,21539,23842,25086,26722
2920750	16302,21862,22359,23407,23538,27155,29490
2921750	143,5324,7105,11201,14182,15446,15584,20184,22280,25272,26722,27371,27791,29547
2940000	647,904,1994,2257,2683,3390,4949,9284,9639,11080,11767,12168,12220,14580,15935,18730,19835,20470,21091,24486,24519,25260,26722,28410,29084,29490
2968250	1831,14273
2975500	5086,6143,7868,11329,14226,14902,15934,16406,16670,19745,21865,23793
2988000	22482
3009000	2033,5627,8724,12327,22393,27117
3010000	4220,13975
3014750	1147,2353,7868,13471,24922
3031750	679,3228,6114,7105,7323,8689,11263,12977,15584,15988,16110,16406,17060,18131,18730,19962,21565,27501,28924,29099
3035250	11080,14020
3114000	20536,21092,21110,23928
3148500	3627,4762,12795,14894,16217
3149000	9486,9804,29008
3188000	18025
3211250	4411,6148,7173,11076,12431,17706,23662,26006,27155
3216500	2963,28992
3226500	18741
3249250	1237,2513
3257000	679,7868
3282250	11857
3288250	3390,5592
3293750	25193,26523
3304500	3804,4931,13554,17228,17512,18086,22269,24461,25169,29099
3310750	4172,4997,8689,11176,11328,15432,25086
3312500	19993
3317500	1501,3032,8261,11665,27514
3326250	4163,24459
3344750	2771,3313,7542,8805,17748,18290,20579,28435,28463,29099
3350250	1672,3384,14413,18736,19177,24765,25420
3363000	18868
3404000	29,905,3627,6246,8446,18273,22246
3405000	4389,5015,20918
3410000	12855
3511000	13020,14020,25346,29203
3520000	1700,5254,14020,14415,14788,21336,21919,23409,23928,27927,28065
3524750	4491,4808,26871
3549000	5184,5285,5957,14261
3573750	12220
3581250	5848,12512,17783,22126,23214,23482
3588500	530,1831,8637,18024,20846,21336,23284,23782,27251
3590000	28924
3592750	5836,14694,29547
3625250	5625,21372,26614
3644250	4381,4775,7127,7868,8637,10584,14580,16406,18843,29473
3675000	1565,13779
3684750	16754
3719250	4960,18362
3723750	1831,4078,5598,12271,14020,20846,25372
3742000	26168
3787750	2610,26969
3795000	12352,24601,29099
3799500	21768
3846250	11679,11882,12352,15584,23143
3849750	9549
3861500	7868
3895750	12475
3903500	1392,15138,27609
3913250	3626,8409,8689,9230,9242,9948,10136,12220,13240,14020,15159,20154
3952000	2128,4479,4648,9111,12220,13349,13998,15584,16550,21844,28631,29099
3954500	12162,15584,15860,26315
3963750	251,3590,3809,4949,7096,7356,11176,11330,13020,13737,14020,16624,19421,21067,23662,26972
3977750	1461
3981750	1831,3228,6520,22280,27791
4004500	18281,19686
4035250	11159
4047000	29446
4054000	9090,24088
4059500	7868,9549,16463,24196,28465
4063000	6148,18689,19974
4073250	27415
4087750	251,7868,27791
4102750	10026,20585,21787,22523,26843
4115500	6731
4118250	5185
4133750	1831,9919,14451,15159,20127,21110,25372,27638
4153000	9912,11080,21865
4184250	241,4949,10788,11196,11687,11983,12220,14020,14695,16550,23928,28710
4186500	7105
4195500	7737,20456,20694
4215750	4571,12251,19574,23928
4256500	2410
4257000	4571,11176,23475,27625
4259500	3135,11176,15315,29099
4317250	5619,15159,22029
4336750	16463,24059
4370750	1666,7168
4376250	8689,11524,15631,19993,21225,27407
4378500	16100,22947
4399750	6148,23207
4423500	4147,21515,24193,29490
4454500	15019,27117
4475750	3627,3719,4949,6539,8689,11612,12068,13592,15934,17958,21110,24869,25372,27401
4503500	11936,24193
4533750	24514
4547500	8257,26694,27060
4557250	27228
4606000	14887
4625750	1428,9838,10840,14482,15446,22321,24471
4631250	13103,15934,29099
4658500	10948,12220,12606,17453,18075,21110,25917,27625
4712250	20902
4716750	2683,21110,29202
4770500	599,2610,5876,6988,9165,9609,10404,11679,12220,12394,13554,14020,15315,20297,26871,27191
4782250	679,9658,10778,27791
4809750	679,1831
4814750	7868
4844000	5086,7868,11176,12220,12899,15934,21983,24196,26806
4850000	614,1428,4794,11605,12512,19980
4852000	7868,29146
4852500	911,7542,16500,24541,26288
4876750	949,4080,11378,12394,20536
4886500	17640,26608
4895250	11638,12068,15423,16624,24541
4902250	2323,4709,14360,23628
4921000	8689,9912,15534,23549
4922750	2669,7263,18013,18024,25733
4963500	21092,21110
4967250	3528,6101,7868,12431,17642
5011500	6331,10532,11022,11196,11679,20484,22280,23013,23779,27092,29203
5012750	2208,3393,5053,7963,13020
5024500	3228,12220,12394,12977,13888,14265,15138,16550,17748,20747,21110,29084
5034000	1241,7465,10584,12220,20207
5037000	679,6880,7868,12068,14796,21140,26722,27508,27791
5052000	5150,7868
5059000	9195,16668
5078750	1031,7465,9549,18990,21657,25669
5082500	7105
5082750	17280,26631
5108000	647,3627,4254,6148,7070,10532,11080,14580,27785,28463,29203,29547
5139250	11080,11793,21067
5143250	5429,9563,14482,16609,19457,23549,26394,26614
5155750	14661,18024,18805,23662,24669
5170500	4571,4949,6096,18730,18805,19973,21672
5187750	1481,11080,19514
5199750	679
5220750	8689,25240,28438
5226250	8689,15907
5226500	3627,7868,23829
5238000	2683,15018,21833
5239500	14153,21110
5248750	23623,27035,28924
5254500	4336,7868,21672,28391
5256500	614,20679
5261000	1591,21581
5264500	5470,8625,12220,12394,14020,14261,21110,25372,26420,27625,27791
5279750	2368,3228,6880,14956,20386,25211
5292000	8643,11670,23779
5293250	679,12220,20506
5320000	3228
5354000	13450,20180
5407750	178,6352,16373
5438000	14145
5440750	2963,11052,12883,19862,20045,25029,27210
5467250	8763
5491500	1691,1962,2729,4162,4443,6331,6880,7089,9472,13390,14182,17405,18024,20154,20620,20803,21110,25212,25989,26288
5522250	2257,4949,7048,21672,25260,28710
5539250	7868
5642000	1228,2257,4949,9985,10726,10840,11080,11176,12512,13450,16009,17331,22889,26121,29203
5654000	4571,4775,5896,25840,29231
5655250	3228,3702,4338,9131,9340,11196,11396,13853,14048,15645,15988,16406,16500
5693000	2655,21899
5697750	2367
5726500	13779,14020,14470,17244,23465,25733
5742000	170,5593,10694,19523,22307,24018,25261,29465
5745000	2257,4709,9838,11080,26722
5751500	12977,14873,21094
5754500	12647
5769750	16818,24503
5780000	262,539,4411,5094,5814,7061,7856,8313,10058,11022,13734,15315,15584,15811,16529,17061,17214,17959,18515,18736,19421,19523,20979,21092,21336,22313,22529
5812000	2683,11465,19993,20472,20506
5846250	1831,18200
5865750	911,3145,3228,4171,4238,9745,10268,11652,24016,26297,28177,28616,28937,29331
5898500	374,7637,26722,27371
5899750	12220,18730,21672
5901250	14575,18730
5906250	27791
5910250	26605,28525
5915250	2367,15138
5948500	28057,28382
5952250	5067,6827
5959000	251,4078,6672,14153,14242,18805
5962750	5803,9563,16800,27446
5968250	4078,16406
5994250	7611,18180,23793
6003750	647,4750,5053,7737,7868,8792,15414,23013,23480
6014750	28653
6061250	679,4949,10893,11176,14261,16463,17117,22359,29203
6099250	11823,13244,25372
6126750	24977,25117
6150750	15831,17429,18185
6155250	4059,4220,7850,14020,29203
6172000	24704
6233750	4220,10584,18180
6234000	1107,3555,4220,4571,16463,17020,18051,21372
6247250	15814,19615,22680,22736,25618,28626
6257000	23563
6258500	12068,20471
6264750	1415
6272000	2803,6080,12055,17400,20180
6301250	574,7868,8226,8637,11543,20555,22393,25596,29547
6380000	24459,28425
6400000	2452,3313,15258
6412250	7260,15159
6412750	3304,3719,17060
6458500	8637
6497000	20747
6523250	11196,14020,17060,17835
6564500	4949,11176,11196,11612,12977,14902,16110,16406,18730,21672,26576,29095
6571000	4254,5470,12162,13430,13878
6571750	9193,16540
6619500	3627
6654750	14261,16110
6683250	28641
6683750	2826,4731,5267,10169,14818,15446,17945,24562,24977,29203
6694750	679,993,10329,12352,12977,14020,18730,22393,24196,26298
6700250	4949,7957,9549,11176,11578,18575
6713250	1758,2367,2945,18879,24344,27625
6751750	599,3068,16243,28463
6754250	20152
6766250	4307,27791
6780500	10893
6807250	15192,22393,25372,27791
6848750	264,7070,8689,12160,21336,22319
6849750	2199,2655,4938,19796,23556,27965
6852750	7208,7822,16939,27906
6867750	7552
6874250	155,647,2683,4324,8637,11080,11628,12168,12747,13483,14265,15584,16603,18805,20425,22393,24844,26754,28410
6897000	4300,24177
6900500	21659
6904000	5267,10056
6921750	8193,19197,19458,29497
6957500	12754,13793,15534,16722,19615,22029,24576,24898,29547
6998500	201,1031,3627,19431,19973,29547
7002750	1481
7016500	14020
7034000	3850,10014,14266,27153,27791,29203
7060500	504,3384,11080
7103000	1119,5574,11080,13737,15019,15423,16488
7116750	10308,11196,12541,14930
7143250	217,637,3181,7613,10702,22087,22366,26077
7149500	20645
7163250	12943,17748
7184500	527,2159,4571,7868,10193,16939,24517,24541,27791,28463
7190750	14526,27791
7211250	23656
7218000	6951,11201,12220,15584,15859,19421,21936,22317
7269250	2729,20578,23295,24571,27791
7269750	19475
7306250	679,2249,7868,24379
7320250	26728
7322250	23861
7361250	9291,28410
7367000	15686,21336,21975
7375000	11201
7405250	17431
7435500	27950
7445000	18075
7450000	7868,12977,14261,19962,29202
7476250	1037,4571,15019,24907
7483500	21865
7494250	3150
7513250	1756
7545250	11679
7568750	12285
7588000	10329,18575,18712,28653,28975
7600250	3228,4949,11176,24869
7657250	3228,7997,29445
7687500	290,682,2610,3787,5369,12285,12394,14498,14603,18730,20803,22994,23662,26607,28625
7699500	360,1222,2929,3457,3979,6602,8719,9802,9912,11080,11793,12977,13592,14182,15934,18730,20955,22280,23928,28230,28410
7703750	527,7868,14020,18075,22908,27625
7715000	2457,7868,11790,24978,27961
7785250	11790
7797000	6571,11196,13942,24066
7810250	8637
7854500	527,4571,7323,22244,24352,29099
7886000	1428,1712,4939,5094,5267,6080,6880,9472,13556,15446,15934,22420
7892000	911,1530,8489,9340,14194,16913
7898750	7868,21838,24503,26894
7921500	12674,22556
7927750	15065,18624,26288,26341
7976750	3228
8017000	15096,23284
8033500	2471,6113,6348,12489,16939,20996,21094,21110,28653
8040000	239,2655,4078,5372,5429,7868,8257,10151,11018,15138,16406,17084,17400,18024,18292,18805,22547,25372,26464,27791
8049000	2683,14240,22749,25556,27544
8051750	7936,8389,12220,13737,13762,20297,21911
8072250	22,749,6098,19036,22095,27033
8096750	5267,20918,21672,24887,26485,28641
8100250	22489
8111500	454,527,11080,23793,23878
8123500	22852
8129250	7868,16323
8149250	2367,11196,11679,12162,14294,24015
8156500	1831,4078,6447,8842,16420
8160750	15308,18529
8163500	2257,15022,18868,22621,23103,24608,26959,27458,28438
8195000	1758,3034,4078,5185,11080,18024,24519
8215250	14261,24628
8216500	2257,3746,3755,8313,12394,14159,22552,27791
8216750	12285,24281
8230750	11939,24841
8243500	949,3047,4479,4931,4949,11176,11196,11776,17945,18075,24869
8271000	11280
8280500	16674,17972
8314250	3536,4626,4834,11196,17770,27618
8324500	9848,28369
8353250	3438,4302,7560,12285,16331,27205
8385000	504,7680,18080,19217,21110
8430000	8637
8435250	7105,10999,11080,11679,14261,16110,16540,18730,21067,22489,23896
8528750	16913,27791
8529750	911,15138,16609,16939,22583,26883,28059
8555500	5598,29078
8573000	6158,9549,16110,28049
8617500	4571,11280,26619,27625,28270
8622000	8702
8628250	15390,20979,29465
8633500	255,5833,8148
8649250	16540
8666500	11790
8702500	617,3390,7105,7868,8257,9486,11196,15138,16540,17597,23779,24780,29547
8730250	911,3228,11679,12068,28453,28876
8745250	679,15883
8757750	18024,23928,24601,26288
8799750	679,4389,7868,8327,12018,13592,14261,18024,20826,28410
8845250	554,4127,6092,11826,12008,12394,13070,14020,15446,17214,17297,18736,21979,22484,24565,25138,25596,25631,26464,26699,28653
8848250	24704
8910750	3590,5598,10948,12688,24503,24929,26614,27514,29078
8940500	251,2655,3720,4571,4949,11080,14261,15159,16463
8949750	4808,16818,17438,21962
9039750	1293,3228,7105,11196,13087,14580
9055750	11201
9069000	2257,7868,8689,11573,17446,19937,21110,22393,28017
9076750	2826,4731,5712,22368,25372
9079500	7868
9103250	2655
9121750	2683,4571,7868,21838
9123500	2610,12168,14694,15138,20846
9163000	6096,26576,28184
9173750	7560,11196,11679,13020,14020,16110,16406,16540,19814,29203
9179500	11196,12220,17835,20823,27637
9199500	4081,4578,24969
9215000	6352,14294
9244000	2367,7868,13471,14227,17393
9288000	2683,2971
9344000	17024
9351750	993,2891,3627,11080,14580
9352750	6548,17133,28759
9394250	569,3228,7105,11196,17060,25372,28899,29203
9436000	504,6571,17680
9437500	489
9438000	24977
9463750	15138,16406
9512750	4239,10584,21593,27205,28924
9513250	414,1008,9195,16420,22319,23928
9586500	414,7868,8860,10795,17401
9628250	18024,23779
9651250	1598,26754
9671750	2826,7868,26722,29203
9694750	911,9486,10914,14550,14887,15383
9706000	3980,6364,12168,13765,16823,18508,19120,19431,20297,22094,23340,29099
9716500	13086
9720000	2771,13830,16315,19894,22168,26871
9782000	29364
9782500	23662
9802000	5883
9807250	7868,18905,19890,21885,25086,26722
9811750	10969,22846
9842500	7380,7868,10908,18805,22319,25086
9906500	155,5185,11328,21110,23656,26298
9946250	2899,3720,21865,26619
9972250	7963,15138,23187
9973000	18227,23475
9979000	251
9982500	542,9369
10000250	6171,17153
10018000	5429,12447,15874
10052000	143,3093,7680,10893,12754,21110,22126,22280,25372
10054250	1079,4667,8425,11159,19660,20297
10057000	8193
10063000	10893,14930,20207,21110,22393,22889
10064500	12220,22583,28466
10069500	4571,7868,10740,15322,18519
10095000	14261,19973
10119250	7868
10212500	12927,24081
10224750	1481,2613
10229250	8689
10234000	3324,3719,4039,9111,10176,10970,11524,15019,25214,25570,26011,28653
10261750	1222,11679,14261,14533,15645,17061,17968,19394,21657,28270
10297000	18075,20636,25058,27056
10302500	679,6630,7409,14065,26087,28164
10309250	21091
10312750	2257,3627,6154,6672,7868,12352,15934,16110,17547,20164,20367,24503
10322250	5185,10702
10393750	2437,3438,28992,29265
10401500	7868,8816,12189,13258,14048,17959,22950,24929,27791
10443000	2373,8719,19466,23628,25488,27135
10492250	4571,4949,7868,8996,11061,20029,20045,23662,24984,26464,26728
10521000	7868,9045,9471,9472,10225,10409,13779,15761,15874,23076,25770,26169
10533750	14261,24601
10539250	1461,14020
10566000	2319,7868,9486,11204,13554
10578000	18227,28992
10588000	9295,14020,15138,22499
10592000	1335,2257,4949,5598,6951,12220,16429,25372
10592750	25488
10598500	12220,12352,12394
10609250	5598,8693
10628500	398,2945,4078,5652,6868,7045,11263,12285,13784,14294,16463,17094,18736,21336,23549,28641
10642000	251,7323,7576,8257,11176,20536
10653250	2574,3828,18891,20180,21392,23096,23857,24034,29203
10654750	2270
10696000	3458,14887,19615,21110
10768750	19993
10773000	2257,9486,9846,12352,12977,15639,19615
10774750	1577,14942
10818500	4618,5334,18196,23779
10831750	5640
10840750	7105,24385
10845500	9985,13390,28631,28924,29497
10933250	4076
10944750	1461,25372,25687
10966250	8689
10972250	13672,23779
10976250	14482
11078500	9275
11111500	13962,25142,27791
11114000	25372
11121500	13049,15799,20297
11129250	4949,11080
11131750	5738,10726
11137750	19891
11142000	12352,17407
11158000	239,5043,7868,8637,21657,21930
11169500	366,2198,4220,10014,14294,17640
11225500	2655,4731,8628,10176,11175,13020,21110,24869,25372
11283500	10680,12220
11300000	2963,4479,13701
11307500	2463,12068,20300,22359,27711
11313000	3228,5185,6482,7105,7456,11018,11196,11679,12977,17013,23143,23491,27092,27406
11321750	4238,4262,4294,6348,7997,9906,11730,12358,13745,17060,21672,23338,24907,29547
11340250	14294,25329,26973
11352000	15155
11362000	2963,4324,5330,8693,9609,10240,17232
11391250	28924
11434750	7071,9985,18758,20083
11440500	504,2179,4731,14261,17986
11493000	7868,8689,9072,22727
11494250	8676,11196,27509
11503250	504,19458
11527500	27791
11535250	2257,11052,16463
11552750	16011,23448
11558000	749
11564250	1831,6104,9140,14969,25483
11579750	11196,12132,12688,15217
11590500	7868,10097,17512,17606,18741
11601500	2655,6299,7511,11080,12220,28117
11612500	5848,16672,19974,29334
11613500	7868
11616250	9829
11625250	3740,18990,21628
11632250	25022
11683250	12541
11687000	8689
11701500	4366,17760,22052
11711250	1392,6175,10866,21338,23861,24942
11730000	422,471,1446,5443,6193,8296,12914,13390,17181,18024,18523,21565,23656
11734000	679,7747,14490,26546,28985
11747250	9525,11244,13093,16918,17959,22218,24892
11761750	554,11524
11782250	7127
11874000	4220,11679,12220,13844,16550,18180,19668,29203
11894500	15138
11896000	10872
11936000	1962,14294
11939000	25596
11947000	1758,6505,9522,11080,13103,16865,20411,21911,23482
11949750	43,2198,5403,6571
11957000	16818,17242,23907
11972750	4846,7260,7936,15631,21693
11984750	251,993,2257,2683,3627,7868,8662,8689,12352,20207,20425,21110,21796,22393,24415,25086,26722
12004000	5081,15307,16540,17191
12008000	24274,25618
12015000	7552,8024
12016750	7248,11849,18741,27683,28653
12028500	11196,13390,21392
12142750	22749
12154500	2568,4366,4443,4949,5470,7105,7868,8689,9471,9549,11328,11573,17640,19197,19962,20411,26318,27568,28621
12173500	554,1325,3627,9817,15405,21110,21426,28184,29287
12215000	3164,3627,4939,4949,6672,7090,7868,8637,9363,12352,14261,14942,15639,20831,28463,29099
12229000	12588,17389
12231250	6246,19539,26722,26973,28149
12234750	6980,10893,21632,25372,26736,29465
12239250	20519,26288
12275500	9563,21930
12331000	1831,6294,7542,18180,28184
12337750	21092
12371000	12394,14294
12377250	2729,3151,5799,8689,14020,15138,18075,19405
12384250	5458,21747
12386500	2367
12388250	28391
